time_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,dq1_rad_s,dq2_rad_s,dq3_rad_s,dq4_rad_s,dq5_rad_s,dq6_rad_s,ddq1_rad_s2,ddq2_rad_s2,ddq3_rad_s2,ddq4_rad_s2,ddq5_rad_s2,ddq6_rad_s2,ee_x_m,ee_y_m,ee_z_m
8.50000000,0.11434657,-0.66612565,1.06643700,0.09068347,-0.43410975,0.02074644,-0.62208579,-0.03447507,0.03439217,-0.19347852,0.03455678,-0.17277043,-0.41472386,-0.02298338,0.02292811,-0.12898568,0.02303785,-0.11518029,0.57842924,-0.24633581,0.11120675
8.52000000,0.10182395,-0.66681964,1.06712932,0.08678874,-0.43341412,0.01726856,-0.63007397,-0.03491777,0.03483380,-0.19596297,0.03500052,-0.17498897,-0.38398785,-0.02128004,0.02122886,-0.11942629,0.02133047,-0.10664404,0.57518687,-0.25360062,0.11085754
8.54000000,0.08914775,-0.66752213,1.06783013,0.08284624,-0.43270996,0.01374803,-0.63744123,-0.03532605,0.03524110,-0.19825431,0.03540977,-0.17703506,-0.35264136,-0.01954286,0.01949586,-0.10967704,0.01958918,-0.09793826,0.57181088,-0.26091120,0.11050429
8.56000000,0.07633051,-0.66823245,1.06853873,0.07885987,-0.43199797,0.01018833,-0.64417591,-0.03569927,0.03561342,-0.20034890,0.03578388,-0.17890546,-0.32073748,-0.01777480,0.01773205,-0.09975443,0.01781692,-0.08907767,0.56830192,-0.26825754,0.11014733
8.58000000,0.06338500,-0.66894987,1.06925443,0.07483362,-0.43127885,0.00659300,-0.65026737,-0.03603685,0.03595019,-0.20224344,0.03612226,-0.18059723,-0.28832930,-0.01597878,0.01594036,-0.08967497,0.01601665,-0.08007702,0.56466106,-0.27562962,0.10978705
8.60000000,0.05032417,-0.66967368,1.06997650,0.07077149,-0.43055332,0.00296565,-0.65570607,-0.03633826,0.03625087,-0.20393496,0.03642438,-0.18210771,-0.25546990,-0.01415776,0.01412372,-0.07945518,0.01419132,-0.07095106,0.56088989,-0.28301739,0.10942382
8.62000000,0.03716117,-0.67040315,1.07070422,0.06667759,-0.42982212,-0.00069008,-0.66048351,-0.03660302,0.03651499,-0.20542082,0.03668976,-0.18343454,-0.22221236,-0.01231468,0.01228507,-0.06911156,0.01234386,-0.06171452,0.55699042,-0.29041084,0.10905800
8.64000000,0.02390929,-0.67113755,1.07143685,0.06255604,-0.42908598,-0.00437050,-0.66459227,-0.03683072,0.03674215,-0.20669871,0.03691800,-0.18457565,-0.18860978,-0.01045247,0.01042734,-0.05866062,0.01047725,-0.05238215,0.55296517,-0.29780001,0.10868999
8.66000000,0.01058198,-0.67187613,1.07217365,0.05841104,-0.42834565,-0.00807186,-0.66802596,-0.03702101,0.03693198,-0.20776664,0.03710875,-0.18552928,-0.15471522,-0.00857409,0.00855347,-0.04811888,0.00859441,-0.04296870,0.54881712,-0.30517504,0.10832015
8.68000000,-0.00280721,-0.67261814,1.07291388,0.05424679,-0.42760188,-0.01179041,-0.67077928,-0.03717359,0.03708420,-0.20862297,0.03726169,-0.18629396,-0.12058179,-0.00668246,0.00666639,-0.03750284,0.00669830,-0.03348890,0.54454975,-0.31252618,0.10794889
8.70000000,-0.01624463,-0.67336282,1.07365677,0.05006754,-0.42685543,-0.01552235,-0.67284799,-0.03728824,0.03719857,-0.20926637,0.03737661,-0.18686850,-0.08626256,-0.00478054,0.00476905,-0.02682902,0.00479187,-0.02395750,0.54016698,-0.31984384,0.10757658
8.72000000,-0.02971655,-0.67410942,1.07440157,0.04587756,-0.42610707,-0.01926388,-0.67422890,-0.03736477,0.03727491,-0.20969585,0.03745332,-0.18725201,-0.05181062,-0.00287127,0.00286436,-0.01611392,0.00287807,-0.01438924,0.53567321,-0.32711861,0.10720361
8.74000000,-0.04320919,-0.67485716,1.07514751,0.04168114,-0.42535755,-0.02301115,-0.67491988,-0.03740306,0.03731311,-0.20991076,0.03749170,-0.18744392,-0.01727905,-0.00095758,0.00095528,-0.00537406,0.00095985,-0.00479887,0.53107330,-0.33434129,0.10683037
8.76000000,-0.05670874,-0.67560528,1.07589384,0.03748256,-0.42460766,-0.02676035,-0.67491988,-0.03740306,0.03731311,-0.20991076,0.03749170,-0.18744392,0.01727905,0.00095758,-0.00095528,0.00537406,-0.00095985,0.00479887,0.52637254,-0.34150294,0.10645725
8.78000000,-0.07020137,-0.67635303,1.07663978,0.03328614,-0.42385814,-0.03050763,-0.67422890,-0.03736477,0.03727491,-0.20969585,0.03745332,-0.18725201,0.05181062,0.00287127,-0.00286436,0.01611392,-0.00287807,0.01438924,0.52157666,-0.34859485,0.10608464
8.80000000,-0.08367329,-0.67709962,1.07738458,0.02909616,-0.42310978,-0.03424916,-0.67284799,-0.03728824,0.03719857,-0.20926637,0.03737661,-0.18686850,0.08626256,0.00478054,-0.00476905,0.02682902,-0.00479187,0.02395750,0.51669180,-0.35560864,0.10571291
8.82000000,-0.09711071,-0.67784430,1.07812747,0.02491691,-0.42236333,-0.03798110,-0.67077928,-0.03717359,0.03708420,-0.20862297,0.03726169,-0.18629396,0.12058179,0.00668246,-0.00666639,0.03750284,-0.00669830,0.03348890,0.51172448,-0.36253623,0.10534246
8.84000000,-0.11049990,-0.67858631,1.07886770,0.02075266,-0.42161957,-0.04169965,-0.66802596,-0.03702101,0.03693198,-0.20776664,0.03710875,-0.18552928,0.15471522,0.00857409,-0.00855347,0.04811888,-0.00859441,0.04296870,0.50668160,-0.36936988,0.10497366
8.86000000,-0.12382721,-0.67932489,1.07960450,0.01660766,-0.42087924,-0.04540101,-0.66459227,-0.03683072,0.03674215,-0.20669871,0.03691800,-0.18457565,0.18860978,0.01045247,-0.01042734,0.05866062,-0.01047725,0.05238215,0.50157042,-0.37610221,0.10460689
8.88000000,-0.13707909,-0.68005929,1.08033713,0.01248611,-0.42014310,-0.04908142,-0.66048351,-0.03660302,0.03651499,-0.20542082,0.03668976,-0.18343454,0.22221236,0.01231468,-0.01228507,0.06911156,-0.01234386,0.06171452,0.49639850,-0.38272622,0.10424252
8.90000000,-0.15024209,-0.68078876,1.08106485,0.00839221,-0.41941189,-0.05273715,-0.65570607,-0.03633826,0.03625087,-0.20393496,0.03642438,-0.18210771,0.25546990,0.01415776,-0.01412372,0.07945518,-0.01419132,0.07095106,0.49117370,-0.38923530,0.10388092
8.92000000,-0.16330292,-0.68151258,1.08178692,0.00433008,-0.41868637,-0.05636451,-0.65026737,-0.03603685,0.03595019,-0.20224344,0.03612226,-0.18059723,0.28832930,0.01597878,-0.01594036,0.08967497,-0.01601665,0.08007702,0.48590417,-0.39562324,0.10352245
8.94000000,-0.17624844,-0.68223000,1.08250262,0.00030383,-0.41796724,-0.05995983,-0.64417591,-0.03569927,0.03561342,-0.20034890,0.03578388,-0.17890546,0.32073748,0.01777480,-0.01773205,0.09975443,-0.01781692,0.08907767,0.48059826,-0.40188426,0.10316747
8.96000000,-0.18906567,-0.68294031,1.08321122,-0.00368254,-0.41725525,-0.06351953,-0.63744123,-0.03532605,0.03524110,-0.19825431,0.03540977,-0.17703506,0.35264136,0.01954286,-0.01949586,0.10967704,-0.01958918,0.09793826,0.47526456,-0.40801299,0.10281633
8.98000000,-0.20174187,-0.68364281,1.08391203,-0.00762504,-0.41655109,-0.06704006,-0.63007397,-0.03491777,0.03483380,-0.19596297,0.03500052,-0.17498897,0.38398785,0.02128004,-0.02122886,0.11942629,-0.02133047,0.10664404,0.46991181,-0.41400453,0.10246938
9.00000000,-0.21426449,-0.68433679,1.08460435,-0.01151977,-0.41585546,-0.07051794,-0.62208579,-0.03447507,0.03439217,-0.19347852,0.03455678,-0.17277043,0.41472386,0.02298338,-0.02292811,0.12898568,-0.02303785,0.11518029,0.46454889,-0.41985437,0.10212694
9.02000000,-0.22662124,-0.68502158,1.08528749,-0.01536292,-0.41516904,-0.07394976,-0.61348944,-0.03399868,0.03391692,-0.19080492,0.03407925,-0.17038298,0.44479632,0.02464995,-0.02459067,0.13833869,-0.02470837,0.12353224,0.45918481,-0.42555847,0.10178935
9.04000000,-0.23880010,-0.68569652,1.08596080,-0.01915073,-0.41449251,-0.07733216,-0.60429872,-0.03348934,0.03340880,-0.18794646,0.03356871,-0.16783047,0.47415213,0.02627681,-0.02621362,0.14746881,-0.02633908,0.13168516,0.45382862,-0.43111324,0.10145692
9.06000000,-0.25078933,-0.68636094,1.08662363,-0.02287957,-0.41382651,-0.08066190,-0.59452848,-0.03294789,0.03286865,-0.18490776,0.03302597,-0.16511700,0.50273822,0.02786101,-0.02779401,0.15635954,-0.02792704,0.13962431,0.44848943,-0.43651550,0.10112996
9.08000000,-0.26257749,-0.68701423,1.08727534,-0.02654588,-0.41317168,-0.08393580,-0.58419467,-0.03237520,0.03229735,-0.18169378,0.03245193,-0.16224702,0.53050149,0.02939961,-0.02932891,0.16499436,-0.02946928,0.14733494,0.44317635,-0.44176251,0.10080879
9.10000000,-0.27415347,-0.68765575,1.08791532,-0.03014619,-0.41252863,-0.08715077,-0.57331426,-0.03177223,0.03169582,-0.17830981,0.03184752,-0.15922523,0.55738887,0.03088967,-0.03081538,0.17335676,-0.03096287,0.15480230,0.43789846,-0.44685198,0.10049368
9.12000000,-0.28550653,-0.68828492,1.08854298,-0.03367717,-0.41189797,-0.09030383,-0.56190531,-0.03113996,0.03106507,-0.17476144,0.03121376,-0.15605664,0.58334726,0.03232824,-0.03225050,0.18143023,-0.03240486,0.16201167,0.43266476,-0.45178202,0.10018491
9.14000000,-0.29662629,-0.68890116,1.08915774,-0.03713559,-0.41128027,-0.09339209,-0.54998692,-0.03047946,0.03040616,-0.17105463,0.03055169,-0.15274658,0.60832359,0.03371239,-0.03363132,0.18919826,-0.03379229,0.16894829,0.42748416,-0.45655115,0.09988276
9.16000000,-0.30750275,-0.68950392,1.08975905,-0.04051834,-0.41067609,-0.09641279,-0.53757927,-0.02979185,0.02972020,-0.16719566,0.02986245,-0.14930063,0.63226477,0.03503918,-0.03495491,0.19664435,-0.03512222,0.17559741,0.42236544,-0.46115828,0.09958747
9.18000000,-0.31812634,-0.69009266,1.09034637,-0.04382245,-0.41008595,-0.09936325,-0.52470358,-0.02907830,0.02900837,-0.16319112,0.02914721,-0.14572470,0.65511772,0.03630565,-0.03621835,0.20375197,-0.03639169,0.18194431,0.41731721,-0.46560273,0.09929930
9.20000000,-0.32848792,-0.69066688,1.09091922,-0.04704506,-0.40951036,-0.10224095,-0.51138217,-0.02834004,0.02827189,-0.15904794,0.02840721,-0.14202497,0.67682934,0.03750888,-0.03741868,0.21050463,-0.03759777,0.18797423,0.41234788,-0.46988415,0.09901848
9.22000000,-0.33857881,-0.69122611,1.09147709,-0.05018349,-0.40894982,-0.10504347,-0.49763837,-0.02757838,0.02751206,-0.15477341,0.02764374,-0.13820794,0.69734656,0.03864591,-0.03855298,0.21688581,-0.03873750,0.19367243,0.40746563,-0.47400258,0.09874523
9.24000000,-0.34839080,-0.69176987,1.09201955,-0.05323517,-0.40840476,-0.10776853,-0.48349662,-0.02679467,0.02673023,-0.15037510,0.02685817,-0.13428038,0.71661629,0.03971381,-0.03961831,0.22287900,-0.03980793,0.19902416,0.40267838,-0.47795837,0.09847975
9.26000000,-0.35791619,-0.69229776,1.09254617,-0.05619772,-0.40787563,-0.11041399,-0.46898239,-0.02599031,0.02592781,-0.14586094,0.02605190,-0.13024938,0.73458544,0.04070964,-0.04061174,0.22846769,-0.04080612,0.20401469,0.39799378,-0.48175221,0.09822222
9.28000000,-0.36714779,-0.69280936,1.09305654,-0.05906889,-0.40736281,-0.11297786,-0.45412223,-0.02516678,0.02510626,-0.14123920,0.02522642,-0.12612230,0.75120094,0.04163044,-0.04153033,0.23363538,-0.04172910,0.20862928,0.39341912,-0.48538506,0.09797284
9.30000000,-0.37607896,-0.69330431,1.09355030,-0.06184663,-0.40686669,-0.11545830,-0.43894373,-0.02432561,0.02426711,-0.13651844,0.02438326,-0.12190681,0.76640969,0.04247329,-0.04237115,0.23836554,-0.04257395,0.21285317,0.38896138,-0.48885820,0.09773176
9.32000000,-0.38470361,-0.69378227,1.09402711,-0.06452903,-0.40638759,-0.11785360,-0.42347557,-0.02346839,0.02341195,-0.13170760,0.02352401,-0.11761088,0.78015862,0.04323524,-0.04313126,0.24264167,-0.04333770,0.21667162,0.38462715,-0.49217314,0.09749913
9.34000000,-0.39301625,-0.69424295,1.09448668,-0.06711439,-0.40592582,-0.12016225,-0.40774747,-0.02259676,0.02254242,-0.12681591,0.02265031,-0.11324275,0.79239463,0.04391334,-0.04380773,0.24644727,-0.04401741,0.22006990,0.38042264,-0.49533165,0.09727508
9.36000000,-0.40101198,-0.69468606,1.09492873,-0.06960119,-0.40548166,-0.12238289,-0.39179023,-0.02171243,0.02166022,-0.12185296,0.02176389,-0.10881098,0.80306465,0.04450465,-0.04439763,0.24976581,-0.04461012,0.22303326,0.37635363,-0.49833573,0.09705973
9.38000000,-0.40868654,-0.69511137,1.09535302,-0.07198810,-0.40505534,-0.12451432,-0.37563568,-0.02081717,0.02076711,-0.11682864,0.02086651,-0.10432442,0.81211558,0.04500624,-0.04489801,0.25258079,-0.04511290,0.22554696,0.37242546,-0.50118758,0.09685316
9.40000000,-0.41603631,-0.69551869,1.09575935,-0.07427400,-0.40464706,-0.12655556,-0.35931675,-0.01991280,0.01986492,-0.11175319,0.01995999,-0.09979220,0.81949435,0.04541516,-0.04530595,0.25487571,-0.04552279,0.22759624,0.36864301,-0.50388960,0.09665547
9.42000000,-0.42305834,-0.69590784,1.09614757,-0.07645796,-0.40425699,-0.12850577,-0.34286741,-0.01900120,0.01895551,-0.10663719,0.01904624,-0.09522376,0.82514786,0.04572847,-0.04561850,0.25663404,-0.04583684,0.22916638,0.36501068,-0.50644437,0.09646671
9.44000000,-0.42975037,-0.69627870,1.09651754,-0.07853929,-0.40388525,-0.13036433,-0.32632269,-0.01808432,0.01804083,-0.10149152,0.01812718,-0.09062884,0.82902304,0.04594323,-0.04583274,0.25783928,-0.04605211,0.23024263,0.36153234,-0.50885461,0.09628694
9.46000000,-0.43611085,-0.69663119,1.09686918,-0.08051750,-0.40353192,-0.13213081,-0.30971870,-0.01716415,0.01712287,-0.09632741,0.01720483,-0.08601745,0.83106680,0.04605649,-0.04594573,0.25847492,-0.04616564,0.23081024,0.35821139,-0.51112320,0.09611617
9.48000000,-0.44213897,-0.69696526,1.09720244,-0.08239234,-0.40319706,-0.13380499,-0.29309258,-0.01624276,0.01620370,-0.09115643,0.01628125,-0.08139992,0.83122606,0.04606532,-0.04595454,0.25852445,-0.04617449,0.23085446,0.35505066,-0.51325316,0.09595441
9.50000000,-0.44783466,-0.69728090,1.09751733,-0.08416379,-0.40288067,-0.13538684,-0.27648257,-0.01532225,0.01528541,-0.08599045,0.01535857,-0.07678686,0.82944772,0.04596676,-0.04585622,0.25797136,-0.04607570,0.23036057,0.35205243,-0.51524763,0.09580166
9.52000000,-0.45319864,-0.69757817,1.09781388,-0.08583207,-0.40258270,-0.13687657,-0.25992795,-0.01440482,0.01437018,-0.08084170,0.01443896,-0.07218918,0.82567871,0.04575789,-0.04564785,0.25679914,-0.04586633,0.22931381,0.34921843,-0.51710986,0.09565787
9.54000000,-0.45823242,-0.69785713,1.09809217,-0.08739765,-0.40230307,-0.13827458,-0.24346905,-0.01349269,0.01346025,-0.07572273,0.01352467,-0.06761809,0.81986594,0.04543576,-0.04532649,0.25499128,-0.04554343,0.22769945,0.34654982,-0.51884322,0.09552300
9.56000000,-0.46293832,-0.69811793,1.09835234,-0.08886126,-0.40204166,-0.13958154,-0.22714729,-0.01258817,0.01255789,-0.07064640,0.01261800,-0.06308508,0.81195633,0.04499742,-0.04488921,0.25253126,-0.04510406,0.22550273,0.34404713,-0.52045117,0.09539697
9.58000000,-0.46731951,-0.69836073,1.09859456,-0.09022388,-0.40179829,-0.14079832,-0.21100513,-0.01169359,0.01166547,-0.06562593,0.01172130,-0.05860196,0.80189678,0.04443993,-0.04433306,0.24940259,-0.04454525,0.22270891,0.34171033,-0.52193727,0.09527969
9.60000000,-0.47138001,-0.69858575,1.09881904,-0.09148676,-0.40157273,-0.14192603,-0.19508610,-0.01081138,0.01078538,-0.06067486,0.01083700,-0.05418081,0.78963423,0.04376036,-0.04365512,0.24558874,-0.04386407,0.21930326,0.33953876,-0.52330518,0.09517103
9.62000000,-0.47512474,-0.69879328,1.09902607,-0.09265143,-0.40136471,-0.14296605,-0.17943480,-0.00994401,0.00992010,-0.05580706,0.00996758,-0.04983401,0.77511558,0.04295576,-0.04285246,0.24107321,-0.04305756,0.21527103,0.33753116,-0.52455868,0.09507086
9.64000000,-0.47855949,-0.69898363,1.09921596,-0.09371970,-0.40117391,-0.14391997,-0.16409688,-0.00909401,0.00907214,-0.05103672,0.00911556,-0.04557424,0.75828774,0.04202318,-0.04192213,0.23583948,-0.04212277,0.21059748,0.33568560,-0.52570161,0.09497901
9.66000000,-0.48169101,-0.69915717,1.09938909,-0.09469365,-0.40099995,-0.14478968,-0.14911904,-0.00826396,0.00824408,-0.04637838,0.00828354,-0.04141448,0.73909764,0.04095970,-0.04086120,0.22987106,-0.04105677,0.20526785,0.33399956,-0.52673795,0.09489530
9.68000000,-0.48452697,-0.69931434,1.09954587,-0.09557568,-0.40084242,-0.14557731,-0.13454907,-0.00745651,0.00743858,-0.04184689,0.00747418,-0.03736800,0.71749218,0.03976235,-0.03966673,0.22315142,-0.03985659,0.19926742,0.33246985,-0.52767180,0.09481950
9.70000000,-0.48707602,-0.69945560,1.09968680,-0.09636847,-0.40070082,-0.14628525,-0.12043581,-0.00667437,0.00665832,-0.03745744,0.00669019,-0.03344835,0.69341829,0.03842821,-0.03833580,0.21566406,-0.03851929,0.19258144,0.33109264,-0.52850736,0.09475140
9.72000000,-0.48934778,-0.69958150,1.09981239,-0.09707502,-0.40057462,-0.14691618,-0.10682915,-0.00592031,0.00590608,-0.03322556,0.00593434,-0.02966941,0.66682288,0.03695434,-0.03686547,0.20739247,-0.03704191,0.18519516,0.32986345,-0.52924899,0.09469071
9.74000000,-0.49135290,-0.69969262,1.09992325,-0.09769865,-0.40046324,-0.14747306,-0.09378006,-0.00519715,0.00518465,-0.02916708,0.00520947,-0.02604532,0.63765287,0.03533778,-0.03525280,0.19832013,-0.03542152,0.17709384,0.32877713,-0.52990118,0.09463716
9.76000000,-0.49310305,-0.69978961,1.10002000,-0.09824297,-0.40036602,-0.14795912,-0.08134055,-0.00450777,0.00449693,-0.02529820,0.00451846,-0.02259052,0.60585516,0.03357560,-0.03349485,0.18843054,-0.03365517,0.16826273,0.32782788,-0.53046861,0.09459043
9.78000000,-0.49461094,-0.69987318,1.10010337,-0.09871195,-0.40028225,-0.14837791,-0.06956372,-0.00385512,0.00384585,-0.02163542,0.00386425,-0.01931977,0.57137667,0.03166485,-0.03158870,0.17770718,-0.03173989,0.15868710,0.32700923,-0.53095613,0.09455017
9.80000000,-0.49589038,-0.69994408,1.10017410,-0.09910987,-0.40021118,-0.14873324,-0.05850371,-0.00324219,0.00323439,-0.01819558,0.00324987,-0.01624810,0.53416433,0.02960260,-0.02953141,0.16613356,-0.02967275,0.14835221,0.32631404,-0.53136879,0.09451601
9.82000000,-0.49695624,-0.70000315,1.10023303,-0.09944137,-0.40015197,-0.14902926,-0.04821573,-0.00267204,0.00266562,-0.01499585,0.00267838,-0.01339084,0.49416505,0.02738589,-0.02732004,0.15369315,-0.02745080,0.13724330,0.32573449,-0.53171187,0.09448756
9.84000000,-0.49782453,-0.70005127,1.10028103,-0.09971143,-0.40010374,-0.14927041,-0.03875604,-0.00214780,0.00214264,-0.01205374,0.00215289,-0.01076363,0.45132573,0.02501180,-0.02495165,0.14036944,-0.02507108,0.12534564,0.32526209,-0.53199088,0.09446439
9.86000000,-0.49851238,-0.70008939,1.10031906,-0.09992536,-0.40006553,-0.14946144,-0.03018199,-0.00167264,0.00166862,-0.00938708,0.00167661,-0.00838237,0.40559330,0.02247738,-0.02242333,0.12614593,-0.02253065,0.11264448,0.32488769,-0.53221161,0.09444603
9.88000000,-0.49903810,-0.70011852,1.10034813,-0.10008887,-0.40003632,-0.14960745,-0.02255195,-0.00124980,0.00124679,-0.00701401,0.00125276,-0.00626330,0.35691467,0.01977968,-0.01973212,0.11100611,-0.01982656,0.09912508,0.32460144,-0.53238014,0.09443200
9.90000000,-0.49942115,-0.70013975,1.10036930,-0.10020800,-0.40001505,-0.14971383,-0.01592540,-0.00088256,0.00088044,-0.00495305,0.00088465,-0.00442292,0.30523676,0.01691577,-0.01687509,0.09493346,-0.01695586,0.08477269,0.32439281,-0.53250283,0.09442178
9.92000000,-0.49968221,-0.70015422,1.10038374,-0.10028919,-0.40000054,-0.14978634,-0.01036283,-0.00057429,0.00057291,-0.00322300,0.00057565,-0.00287805,0.25050648,0.01388270,-0.01384931,0.07791148,-0.01391560,0.06957258,0.32425060,-0.53258640,0.09441482
9.94000000,-0.49984317,-0.70016314,1.10039263,-0.10033926,-0.39999160,-0.14983104,-0.00592584,-0.00032840,0.00032761,-0.00184303,0.00032918,-0.00164577,0.19267075,0.01067753,-0.01065185,0.05992365,-0.01070283,0.05351000,0.32416291,-0.53263791,0.09441052
9.96000000,-0.49992716,-0.70016779,1.10039728,-0.10036538,-0.39998694,-0.14985437,-0.00267706,-0.00014836,0.00014800,-0.00083261,0.00014871,-0.00074349,0.13167648,0.00729732,-0.00727977,0.04095347,-0.00731461,0.03657020,0.32411714,-0.53266479,0.09440828
9.98000000,-0.49995860,-0.70016954,1.10039902,-0.10037516,-0.39998519,-0.14986310,-0.00068019,-0.00003770,0.00003760,-0.00021155,0.00003778,-0.00018891,0.06747060,0.00373912,-0.00373013,0.02098442,-0.00374798,0.01873845,0.32410002,-0.53267484,0.09440744
10.00000000,-0.49996315,-0.70016979,1.10039927,-0.10037657,-0.39998494,-0.14986436,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.32409754,-0.53267630,0.09440732
10.02000000,-0.49996315,-0.70017080,1.10040053,-0.10037657,-0.39998494,-0.14986436,-0.00000007,-0.00015086,0.00018834,0.00000041,-0.00000004,-0.00000010,-0.00000716,-0.01496388,0.01868204,0.00004111,-0.00000420,-0.00001017,0.32409733,-0.53267618,0.09440715
10.04000000,-0.49996315,-0.70017777,1.10040923,-0.10037655,-0.39998494,-0.14986437,-0.00000028,-0.00059373,0.00074126,0.00000163,-0.00000017,-0.00000040,-0.00001398,-0.02920370,0.03646012,0.00008023,-0.00000819,-0.00001986,0.32409588,-0.53267540,0.09440595
10.06000000,-0.49996316,-0.70019640,1.10043249,-0.10037650,-0.39998495,-0.14986438,-0.00000063,-0.00131425,0.00164082,0.00000361,-0.00000037,-0.00000089,-0.00002045,-0.04273123,0.05334892,0.00011739,-0.00001198,-0.00002905,0.32409201,-0.53267329,0.09440276
10.08000000,-0.49996318,-0.70023210,1.10047706,-0.10037640,-0.39998496,-0.14986440,-0.00000110,-0.00229831,0.00286938,0.00000631,-0.00000064,-0.00000156,-0.00002659,-0.05555826,0.06936315,0.00015263,-0.00001558,-0.00003778,0.32408461,-0.53266925,0.09439665
10.10000000,-0.49996321,-0.70028999,1.10054934,-0.10037624,-0.39998497,-0.14986444,-0.00000169,-0.00353199,0.00440961,0.00000970,-0.00000099,-0.00000240,-0.00003240,-0.06769654,0.08451751,0.00018598,-0.00001898,-0.00004603,0.32407259,-0.53266271,0.09438673
10.12000000,-0.49996325,-0.70037495,1.10065541,-0.10037601,-0.39998500,-0.14986450,-0.00000239,-0.00500166,0.00624445,0.00001374,-0.00000140,-0.00000340,-0.00003788,-0.07915786,0.09882669,0.00021746,-0.00002220,-0.00005382,0.32405496,-0.53265310,0.09437218
10.14000000,-0.49996330,-0.70049154,1.10080097,-0.10037569,-0.39998503,-0.14986458,-0.00000320,-0.00669387,0.00835714,0.00001839,-0.00000188,-0.00000455,-0.00004305,-0.08995399,0.11230540,0.00024712,-0.00002522,-0.00006116,0.32403076,-0.53263991,0.09435222
10.16000000,-0.49996338,-0.70064410,1.10099143,-0.10037527,-0.39998507,-0.14986468,-0.00000411,-0.00859546,0.01073122,0.00002361,-0.00000241,-0.00000584,-0.00004790,-0.10009669,0.12496832,0.00027498,-0.00002807,-0.00006806,0.32399909,-0.53262265,0.09432610
10.18000000,-0.49996347,-0.70083667,1.10123186,-0.10037474,-0.39998513,-0.14986482,-0.00000512,-0.01069346,0.01335053,0.00002938,-0.00000300,-0.00000727,-0.00005245,-0.10959776,0.13683017,0.00030109,-0.00003073,-0.00007452,0.32395910,-0.53260087,0.09429314
10.20000000,-0.49996358,-0.70107306,1.10152698,-0.10037409,-0.39998519,-0.14986498,-0.00000621,-0.01297517,0.01619919,0.00003565,-0.00000364,-0.00000882,-0.00005669,-0.11846895,0.14790564,0.00032546,-0.00003322,-0.00008055,0.32391001,-0.53257411,0.09425268
10.22000000,-0.49996372,-0.70135682,1.10188125,-0.10037331,-0.39998527,-0.14986517,-0.00000738,-0.01542810,0.01926161,0.00004238,-0.00000433,-0.00001049,-0.00006064,-0.12672204,0.15820943,0.00034813,-0.00003553,-0.00008616,0.32385106,-0.53254199,0.09420414
10.24000000,-0.49996388,-0.70169125,1.10229877,-0.10037239,-0.39998537,-0.14986540,-0.00000863,-0.01804001,0.02252252,0.00004956,-0.00000506,-0.00001227,-0.00006430,-0.13436880,0.16775623,0.00036914,-0.00003768,-0.00009136,0.32378156,-0.53250412,0.09414695
10.26000000,-0.49996406,-0.70207940,1.10278337,-0.10037133,-0.39998547,-0.14986566,-0.00000995,-0.02079889,0.02596691,0.00005714,-0.00000583,-0.00001414,-0.00006768,-0.14142102,0.17656075,0.00038851,-0.00003966,-0.00009616,0.32370086,-0.53246015,0.09408059
10.28000000,-0.49996428,-0.70252410,1.10333857,-0.10037010,-0.39998560,-0.14986596,-0.00001134,-0.02369297,0.02958010,0.00006509,-0.00000664,-0.00001611,-0.00007077,-0.14789045,0.18463768,0.00040628,-0.00004147,-0.00010056,0.32360836,-0.53240975,0.09400461
10.30000000,-0.49996452,-0.70302794,1.10396761,-0.10036872,-0.39998574,-0.14986631,-0.00001278,-0.02671070,0.03334767,0.00007338,-0.00000749,-0.00001816,-0.00007359,-0.15378888,0.19200173,0.00042249,-0.00004312,-0.00010457,0.32350351,-0.53235261,0.09391857
10.32000000,-0.49996479,-0.70359328,1.10467342,-0.10036717,-0.39998590,-0.14986669,-0.00001428,-0.02984079,0.03725551,0.00008198,-0.00000837,-0.00002029,-0.00007615,-0.15912808,0.19866759,0.00043716,-0.00004462,-0.00010820,0.32338579,-0.53228846,0.09382209
10.34000000,-0.49996509,-0.70422225,1.10545867,-0.10036544,-0.39998607,-0.14986712,-0.00001583,-0.03307217,0.04128982,0.00009086,-0.00000927,-0.00002249,-0.00007844,-0.16391982,0.20464996,0.00045032,-0.00004597,-0.00011145,0.32325473,-0.53221705,0.09371483
10.36000000,-0.49996542,-0.70491677,1.10632576,-0.10036353,-0.39998627,-0.14986759,-0.00001742,-0.03639401,0.04543705,0.00009998,-0.00001021,-0.00002475,-0.00008048,-0.16817587,0.20996354,0.00046201,-0.00004716,-0.00011435,0.32310991,-0.53213814,0.09359647
10.38000000,-0.49996579,-0.70567854,1.10727682,-0.10036144,-0.39998648,-0.14986811,-0.00001904,-0.03979572,0.04968400,0.00010933,-0.00001116,-0.00002706,-0.00008227,-0.17190801,0.21462303,0.00047226,-0.00004821,-0.00011689,0.32295093,-0.53205151,0.09346677
