time_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,dq1_rad_s,dq2_rad_s,dq3_rad_s,dq4_rad_s,dq5_rad_s,dq6_rad_s,ddq1_rad_s2,ddq2_rad_s2,ddq3_rad_s2,ddq4_rad_s2,ddq5_rad_s2,ddq6_rad_s2,ee_x_m,ee_y_m,ee_z_m
0.00000000,0.00000000,-0.55000000,1.00000000,0.00000000,-0.45000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.56409938,-0.31004471,0.15344994
0.02000000,0.00000202,-0.55000076,1.00000076,0.00000091,-0.45000000,0.00000051,0.00030229,-0.00011350,0.00011373,0.00013558,-0.00000000,0.00007579,0.02998566,-0.01125874,0.01128090,0.01344820,-0.00000036,0.00751828,0.56409986,-0.31004357,0.15344977
0.04000000,0.00001599,-0.55000600,1.00000602,0.00000717,-0.45000000,0.00000401,0.00118975,-0.00044672,0.00044760,0.00053359,-0.00000001,0.00029831,0.05852040,-0.02197270,0.02201594,0.02624568,-0.00000070,0.01467276,0.56410320,-0.31003569,0.15344858
0.06000000,0.00005332,-0.55002002,1.00002006,0.00002391,-0.45000000,0.00001337,0.00263360,-0.00098884,0.00099078,0.00118113,-0.00000003,0.00066032,0.08562782,-0.03215075,0.03221402,0.03840302,-0.00000102,0.02146938,0.56411211,-0.31001463,0.15344542
0.08000000,0.00012486,-0.55004688,1.00004697,0.00005600,-0.45000000,0.00003131,0.00460551,-0.00172923,0.00173264,0.00206551,-0.00000005,0.00115473,0.11133150,-0.04180173,0.04188399,0.04993080,-0.00000132,0.02791404,0.56412917,-0.30997428,0.15343937
0.10000000,0.00024088,-0.55009044,1.00009062,0.00010803,-0.45000000,0.00006040,0.00707765,-0.00265745,0.00266268,0.00317424,-0.00000008,0.00177457,0.13565504,-0.05093451,0.05103474,0.06083961,-0.00000161,0.03401266,0.56415685,-0.30990883,0.15342955
0.12000000,0.00041112,-0.55015436,1.00015467,0.00018438,-0.45000000,0.00010308,0.01002267,-0.00376322,0.00377062,0.00449504,-0.00000012,0.00251297,0.15862203,-0.05955794,0.05967514,0.07114002,-0.00000189,0.03977115,0.56419744,-0.30981279,0.15341514
0.14000000,0.00064476,-0.55024209,1.00024256,0.00028917,-0.45000001,0.00016166,0.01341365,-0.00503643,0.00504634,0.00601586,-0.00000016,0.00336319,0.18025606,-0.06768089,0.06781407,0.08084261,-0.00000214,0.04519543,0.56425313,-0.30968097,0.15339536
0.16000000,0.00095046,-0.55035687,1.00035757,0.00042627,-0.45000001,0.00023831,0.01722418,-0.00646718,0.00647990,0.00772483,-0.00000020,0.00431860,0.20058072,-0.07531221,0.07546041,0.08995797,-0.00000239,0.05029141,0.56432594,-0.30950848,0.15336949
0.18000000,0.00133635,-0.55050176,1.00050275,0.00059934,-0.45000002,0.00033506,0.02142831,-0.00804570,0.00806154,0.00961033,-0.00000025,0.00537270,0.21961961,-0.08246075,0.08262303,0.09849668,-0.00000261,0.05506501,0.56441776,-0.30929073,0.15333683
0.20000000,0.00181004,-0.55067962,1.00068096,0.00081178,-0.45000002,0.00045383,0.02600055,-0.00976245,0.00978166,0.01166092,-0.00000031,0.00651909,0.23739632,-0.08913539,0.08931080,0.10646931,-0.00000282,0.05952215,0.56453036,-0.30902339,0.15329675
0.22000000,0.00237866,-0.55089312,1.00089487,0.00106680,-0.45000003,0.00059640,0.03091590,-0.01160802,0.01163086,0.01386540,-0.00000037,0.00775151,0.25393444,-0.09534497,0.09553260,0.11388645,-0.00000302,0.06366874,0.56466533,-0.30870244,0.15324864
0.24000000,0.00304880,-0.55114474,1.00114699,0.00136735,-0.45000004,0.00076442,0.03614983,-0.01357321,0.01359992,0.01621275,-0.00000043,0.00906381,0.26925756,-0.10109836,0.10129730,0.12075868,-0.00000320,0.06751069,0.56482416,-0.30832411,0.15319195
0.26000000,0.00382661,-0.55143678,1.00143961,0.00171619,-0.45000005,0.00095944,0.04167826,-0.01564897,0.01567977,0.01869218,-0.00000050,0.01044995,0.28338927,-0.10640440,0.10661379,0.12709658,-0.00000337,0.07105392,0.56500815,-0.30788490,0.15312616
0.28000000,0.00471774,-0.55177137,1.00177486,0.00211585,-0.45000006,0.00118287,0.04747761,-0.01782646,0.01786154,0.02129312,-0.00000056,0.01190402,0.29635318,-0.11127197,0.11149094,0.13291073,-0.00000353,0.07430434,0.56521850,-0.30738158,0.15305080
0.30000000,0.00572737,-0.55215046,1.00215469,0.00256865,-0.45000007,0.00143602,0.05352476,-0.02009699,0.02013653,0.02400519,-0.00000064,0.01342021,0.30817286,-0.11570992,0.11593762,0.13821171,-0.00000367,0.07726788,0.56545623,-0.30681118,0.15296544
0.32000000,0.00686023,-0.55257582,1.00258089,0.00307673,-0.45000008,0.00172006,0.05979706,-0.02245205,0.02249623,0.02681824,-0.00000071,0.01499286,0.31887191,-0.11972710,0.11996270,0.14301011,-0.00000379,0.07995045,0.56572224,-0.30617096,0.15286968
0.34000000,0.00812061,-0.55304905,1.00305505,0.00364199,-0.45000010,0.00203607,0.06627232,-0.02488332,0.02493229,0.02972232,-0.00000079,0.01661640,0.32847393,-0.12333238,0.12357508,0.14731649,-0.00000391,0.08235795,0.56601727,-0.30545843,0.15276318
0.36000000,0.00951233,-0.55357160,1.00357863,0.00426616,-0.45000011,0.00238502,0.07292886,-0.02738266,0.02743654,0.03270769,-0.00000087,0.01828538,0.33700250,-0.12653461,0.12678361,0.15114145,-0.00000401,0.08449631,0.56634192,-0.30467134,0.15264561
0.38000000,0.01103883,-0.55414476,1.00415291,0.00495078,-0.45000013,0.00276775,0.07974542,-0.02994208,0.03000100,0.03576484,-0.00000095,0.01999449,0.34448122,-0.12934265,0.12959718,0.15449557,-0.00000410,0.08637144,0.56669664,-0.30380768,0.15251671
0.40000000,0.01270308,-0.55476964,1.00477902,0.00569717,-0.45000015,0.00318503,0.08670126,-0.03255379,0.03261786,0.03888444,-0.00000103,0.02173852,0.35093369,-0.13176536,0.13202465,0.15738942,-0.00000418,0.08798926,0.56708176,-0.30286565,0.15237622
0.42000000,0.01450767,-0.55544721,1.00545793,0.00650651,-0.45000017,0.00363749,0.09377609,-0.03521018,0.03527947,0.04205741,-0.00000112,0.02351239,0.35638348,-0.13381160,0.13407492,0.15983358,-0.00000424,0.08935568,0.56749743,-0.30184369,0.15222395
0.44000000,0.01645478,-0.55617829,1.00619045,0.00737977,-0.45000020,0.00412569,0.10095008,-0.03790381,0.03797840,0.04527486,-0.00000120,0.02531111,0.36085420,-0.13549022,0.13575685,0.16183864,-0.00000429,0.09047662,0.56794370,-0.30074045,0.15205972
0.46000000,0.01854621,-0.55696356,1.00697726,0.00831774,-0.45000022,0.00465007,0.10820388,-0.04062740,0.04070735,0.04852810,-0.00000129,0.02712986,0.36436943,-0.13681009,0.13707931,0.16341518,-0.00000434,0.09135799,0.56842046,-0.29955478,0.15188341
0.48000000,0.02078334,-0.55780354,1.00781890,0.00932107,-0.45000025,0.00521099,0.11551864,-0.04337388,0.04345923,0.05180868,-0.00000137,0.02896388,0.36695278,-0.13778006,0.13805119,0.16457378,-0.00000437,0.09200571,0.56892747,-0.29828575,0.15169491
0.50000000,0.02316723,-0.55869862,1.00871574,0.01039022,-0.45000028,0.00580870,0.12287594,-0.04613633,0.04622712,0.05510834,-0.00000146,0.03080857,0.36862782,-0.13840899,0.13868136,0.16532502,-0.00000439,0.09242570,0.56946437,-0.29693265,0.15149416
0.52000000,0.02569855,-0.55964905,1.00966804,0.01152548,-0.45000031,0.00644337,0.13025786,-0.04890802,0.04900427,0.05841904,-0.00000155,0.03265943,0.36941816,-0.13870574,0.13897869,0.16567947,-0.00000440,0.09262386,0.57003067,-0.29549492,0.15128111
0.54000000,0.02837760,-0.56065496,1.01067593,0.01272700,-0.45000034,0.00711509,0.13764693,-0.05168240,0.05178411,0.06173294,-0.00000164,0.03451208,0.36934738,-0.13867917,0.13895206,0.16564773,-0.00000440,0.09260611,0.57062574,-0.29397224,0.15105577
0.56000000,0.03120436,-0.56171633,1.01173938,0.01399477,-0.45000037,0.00782384,0.14502617,-0.05445309,0.05456025,0.06504244,-0.00000173,0.03636227,0.36843908,-0.13833813,0.13861035,0.16524037,-0.00000438,0.09237837,0.57124886,-0.29236446,0.15081816
0.58000000,0.03417847,-0.56283302,1.01285827,0.01532862,-0.45000041,0.00856953,0.15237906,-0.05721389,0.05732648,0.06834012,-0.00000181,0.03820585,0.36671685,-0.13769148,0.13796243,0.16446797,-0.00000436,0.09194656,0.57189917,-0.29067162,0.15056834
0.60000000,0.03729924,-0.56400478,1.01403233,0.01672825,-0.45000044,0.00935200,0.15968957,-0.05995877,0.06007676,0.07161880,-0.00000190,0.04003881,0.36420429,-0.13674808,0.13701718,0.16334112,-0.00000433,0.09131659,0.57257572,-0.28889394,0.15030640
0.62000000,0.04056566,-0.56523122,1.01526120,0.01819320,-0.45000048,0.01017099,0.16694212,-0.06268190,0.06280524,0.07487148,-0.00000199,0.04185724,0.36092497,-0.13551680,0.13578347,0.16187038,-0.00000429,0.09049437,0.57327746,-0.28703182,0.15003243
0.64000000,0.04397644,-0.56651187,1.01654436,0.01972289,-0.45000052,0.01102617,0.17412162,-0.06537759,0.06550624,0.07809139,-0.00000207,0.04365734,0.35690251,-0.13400648,0.13427018,0.16006636,-0.00000425,0.08948582,0.57400322,-0.28508583,0.14974659
0.66000000,0.04752994,-0.56784611,1.01788123,0.02131659,-0.45000057,0.01191714,0.18121343,-0.06804035,0.06817425,0.08127198,-0.00000216,0.04543547,0.35216048,-0.13222598,0.13248619,0.15793962,-0.00000419,0.08829686,0.57475176,-0.28305672,0.14944904
0.68000000,0.05122429,-0.56923323,1.01927108,0.02297346,-0.45000061,0.01284342,0.18820340,-0.07066488,0.07080394,0.08440689,-0.00000224,0.04718806,0.34672248,-0.13018417,0.13044036,0.15550074,-0.00000413,0.08693339,0.57552176,-0.28094539,0.14913997
0.70000000,0.05505731,-0.57067241,1.02071309,0.02469252,-0.45000066,0.01380447,0.19507784,-0.07324604,0.07339018,0.08749000,-0.00000232,0.04891168,0.34061211,-0.12788991,0.12814158,0.15276031,-0.00000405,0.08540134,0.57631180,-0.27875292,0.14881959
0.72000000,0.05902655,-0.57216275,1.02220636,0.02647268,-0.45000070,0.01479967,0.20182356,-0.07577886,0.07592798,0.09051537,-0.00000240,0.05060302,0.33385295,-0.12535204,0.12559871,0.14972892,-0.00000397,0.08370663,0.57712042,-0.27648054,0.14848814
0.74000000,0.06312931,-0.57370321,1.02374986,0.02831271,-0.45000075,0.01582835,0.20842779,-0.07825855,0.07841256,0.09347729,-0.00000248,0.05225890,0.32646859,-0.12257943,0.12282065,0.14641712,-0.00000388,0.08185515,0.57794606,-0.27412964,0.14814587
0.76000000,0.06736264,-0.57529270,1.02534248,0.03021131,-0.45000080,0.01688977,0.21487829,-0.08068053,0.08083929,0.09637025,-0.00000256,0.05387623,0.31848264,-0.11958094,0.11981626,0.14283552,-0.00000379,0.07985284,0.57878715,-0.27170175,0.14779308
0.78000000,0.07172334,-0.57693002,1.02698301,0.03216703,-0.45000085,0.01798312,0.22116325,-0.08304035,0.08320376,0.09918898,-0.00000263,0.05545205,0.30991868,-0.11636542,0.11659441,0.13899469,-0.00000369,0.07770561,0.57964204,-0.26919856,0.14743005
0.80000000,0.07620799,-0.57861388,1.02867018,0.03417834,-0.45000091,0.01910755,0.22727134,-0.08533376,0.08550168,0.10192838,-0.00000270,0.05698352,0.30080030,-0.11294174,0.11316399,0.13490521,-0.00000358,0.07541937,0.58050903,-0.26662190,0.14705711
0.82000000,0.08081294,-0.58034290,1.03040261,0.03624360,-0.45000096,0.02026215,0.23319172,-0.08755669,0.08772898,0.10458360,-0.00000277,0.05846793,0.29115110,-0.10931874,0.10953387,0.13057767,-0.00000346,0.07300003,0.58138643,-0.26397375,0.14667460
0.84000000,0.08553433,-0.58211565,1.03217885,0.03836109,-0.45000102,0.02144594,0.23891400,-0.08970524,0.08988176,0.10714997,-0.00000284,0.05990268,0.28099467,-0.10550530,0.10571292,0.12602263,-0.00000334,0.07045352,0.58227248,-0.26125619,0.14628287
0.86000000,0.09036811,-0.58393059,1.03399736,0.04052898,-0.45000108,0.02265791,0.24442828,-0.09177569,0.09195629,0.10962306,-0.00000291,0.06128527,0.27035459,-0.10151026,0.10171002,0.12125069,-0.00000322,0.06778575,0.58316542,-0.25847148,0.14588230
0.88000000,0.09531002,-0.58578613,1.03585655,0.04274536,-0.45000113,0.02389699,0.24972512,-0.09376450,0.09394901,0.11199863,-0.00000297,0.06261334,0.25925447,-0.09734249,0.09753404,0.11627242,-0.00000309,0.06500262,0.58406349,-0.25562196,0.14547326
0.90000000,0.10035561,-0.58768060,1.03775475,0.04500825,-0.45000119,0.02516206,0.25479555,-0.09566829,0.09585656,0.11427265,-0.00000303,0.06388464,0.24771790,-0.09301084,0.09319387,0.11109841,-0.00000295,0.06211007,0.58496491,-0.25271012,0.14505617
0.92000000,0.10550027,-0.58961227,1.03969022,0.04731557,-0.45000126,0.02645198,0.25963108,-0.09748390,0.09767573,0.11644133,-0.00000309,0.06509705,0.23576846,-0.08852418,0.08869838,0.10573923,-0.00000281,0.05911400,0.58586792,-0.24973857,0.14463143
0.94000000,0.11073923,-0.59157935,1.04166117,0.04966517,-0.45000132,0.02776554,0.26422369,-0.09920829,0.09940351,0.11850106,-0.00000314,0.06624855,0.22342975,-0.08389135,0.08405644,0.10020548,-0.00000266,0.05602032,0.58677076,-0.24671002,0.14419948
0.96000000,0.11606755,-0.59357998,1.04366574,0.05205486,-0.45000138,0.02910150,0.26856583,-0.10083863,0.10103707,0.12044845,-0.00000320,0.06733725,0.21072536,-0.07912122,0.07927692,0.09450771,-0.00000251,0.05283496,0.58767169,-0.24362728,0.14376075
0.98000000,0.12148015,-0.59561225,1.04570201,0.05448234,-0.45000145,0.03045860,0.27265043,-0.10237228,0.10257373,0.12228034,-0.00000324,0.06836138,0.19767888,-0.07422265,0.07436871,0.08865653,-0.00000235,0.04956383,0.58856900,-0.24049328,0.14331569
1.00000000,0.12697181,-0.59767421,1.04776802,0.05694528,-0.45000151,0.03183552,0.27647087,-0.10380674,0.10401102,0.12399376,-0.00000329,0.06931927,0.18431391,-0.06920450,0.06934068,0.08266251,-0.00000219,0.04621285,0.58946101,-0.23731104,0.14286476
1.02000000,0.13253718,-0.59976384,1.04986177,0.05944128,-0.45000158,0.03323092,0.28002102,-0.10513972,0.10534662,0.12558596,-0.00000333,0.07020940,0.17065404,-0.06407561,0.06420170,0.07653622,-0.00000203,0.04278792,0.59034610,-0.23408367,0.14240843
1.04000000,0.13817081,-0.60187911,1.05198120,0.06196790,-0.45000164,0.03464343,0.28329522,-0.10636909,0.10657841,0.12705440,-0.00000337,0.07103034,0.15672286,-0.05884486,0.05896066,0.07028826,-0.00000186,0.03929497,0.59122265,-0.23081436,0.14194716
1.06000000,0.14386711,-0.60401790,1.05412420,0.06452262,-0.45000171,0.03607166,0.28628828,-0.10749290,0.10770443,0.12839675,-0.00000341,0.07178078,0.14254395,-0.05352110,0.05362642,0.06392920,-0.00000170,0.03573991,0.59208914,-0.22750640,0.14148146
1.08000000,0.14962043,-0.60617811,1.05628866,0.06710291,-0.45000178,0.03751419,0.28899548,-0.10850937,0.10872290,0.12961090,-0.00000344,0.07245956,0.12814093,-0.04811318,0.04820786,0.05746962,-0.00000152,0.03212865,0.59294407,-0.22416313,0.14101179
1.10000000,0.15542500,-0.60835755,1.05847239,0.06970619,-0.45000185,0.03896956,0.29141258,-0.10941692,0.10963224,0.13069494,-0.00000347,0.07306559,0.11353737,-0.04262997,0.04271386,0.05092010,-0.00000135,0.02846711,0.59378603,-0.22078797,0.14053866
1.12000000,0.16127498,-0.61055405,1.06067321,0.07232983,-0.45000192,0.04043632,0.29353580,-0.11021413,0.11043101,0.13164717,-0.00000349,0.07359795,0.09875687,-0.03708032,0.03715329,0.04429123,-0.00000118,0.02476121,0.59461366,-0.21738441,0.14006255
1.14000000,0.16716445,-0.61276537,1.06288889,0.07497119,-0.45000199,0.04191298,0.29536183,-0.11089975,0.11111798,0.13246613,-0.00000351,0.07405579,0.08382302,-0.03147310,0.03153503,0.03759359,-0.00000100,0.02101686,0.59542567,-0.21395597,0.13958397
1.16000000,0.17308745,-0.61498929,1.06511718,0.07762758,-0.45000206,0.04339805,0.29688785,-0.11147273,0.11169209,0.13315053,-0.00000353,0.07443840,0.06875941,-0.02581715,0.02586796,0.03083774,-0.00000082,0.01723998,0.59622087,-0.21050623,0.13910343
1.18000000,0.17903795,-0.61722353,1.06735581,0.08029630,-0.45000213,0.04489001,0.29811150,-0.11193217,0.11215244,0.13369932,-0.00000355,0.07474521,0.05358964,-0.02012135,0.02016094,0.02403429,-0.00000064,0.01343648,0.59699811,-0.20703883,0.13862141
1.20000000,0.18500988,-0.61946581,1.06960251,0.08297464,-0.45000220,0.04638735,0.29903089,-0.11227737,0.11249832,0.13411165,-0.00000356,0.07497573,0.03833729,-0.01439454,0.01442286,0.01719380,-0.00000046,0.00961227,0.59775635,-0.20355742,0.13813843
1.22000000,0.19099715,-0.62171386,1.07185498,0.08565986,-0.45000227,0.04788853,0.29964460,-0.11250780,0.11272920,0.13438689,-0.00000357,0.07512960,0.02302597,-0.00864558,0.00866259,0.01032686,-0.00000027,0.00577328,0.59849463,-0.20006570,0.13765499
1.24000000,0.19699362,-0.62396536,1.07411091,0.08834920,-0.45000234,0.04939202,0.29995169,-0.11262311,0.11284473,0.13452462,-0.00000357,0.07520660,0.00767925,-0.00288334,0.00288901,0.00344405,-0.00000009,0.00192541,0.59921207,-0.19656736,0.13717159
1.26000000,0.20299317,-0.62621801,1.07636800,0.09103992,-0.45000242,0.05089628,0.29995169,-0.11262311,0.11284473,0.13452462,-0.00000357,0.07520660,-0.00767925,0.00288334,-0.00288901,-0.00344405,0.00000009,-0.00192541,0.59990789,-0.19306614,0.13668872
1.28000000,0.20898964,-0.62846951,1.07862393,0.09372927,-0.45000249,0.05239977,0.29964460,-0.11250780,0.11272920,0.13438689,-0.00000357,0.07512960,-0.02302597,0.00864558,-0.00866259,-0.01032686,0.00000027,-0.00577328,0.60058139,-0.18956576,0.13620690
1.30000000,0.21497691,-0.63071756,1.08087640,0.09641448,-0.45000256,0.05390095,0.29903089,-0.11227737,0.11249832,0.13411165,-0.00000356,0.07497573,-0.03833729,0.01439454,-0.01442286,-0.01719380,0.00000046,-0.00961227,0.60123198,-0.18606995,0.13572660
1.32000000,0.22094884,-0.63295984,1.08312309,0.09909282,-0.45000263,0.05539829,0.29811150,-0.11193217,0.11215244,0.13369932,-0.00000355,0.07474521,-0.05358964,0.02012135,-0.02016094,-0.02403429,0.00000064,-0.01343648,0.60185912,-0.18258245,0.13524831
1.34000000,0.22689934,-0.63519408,1.08536173,0.10176154,-0.45000270,0.05689025,0.29688785,-0.11147273,0.11169209,0.13315053,-0.00000353,0.07443840,-0.06875941,0.02581715,-0.02586796,-0.03083774,0.00000082,-0.01723998,0.60246242,-0.17910696,0.13477253
1.36000000,0.23282234,-0.63741799,1.08759002,0.10441794,-0.45000277,0.05837532,0.29536183,-0.11089975,0.11111798,0.13246613,-0.00000351,0.07405579,-0.08382302,0.03147310,-0.03153503,-0.03759359,0.00000100,-0.02101686,0.60304153,-0.17564718,0.13429973
1.38000000,0.23871181,-0.63962932,1.08980570,0.10705929,-0.45000284,0.05985198,0.29353580,-0.11021413,0.11043101,0.13164717,-0.00000349,0.07359795,-0.09875687,0.03708032,-0.03715329,-0.04429123,0.00000118,-0.02476121,0.60359623,-0.17220676,0.13383037
1.40000000,0.24456179,-0.64182581,1.09200651,0.10968293,-0.45000291,0.06131874,0.29141258,-0.10941692,0.10963224,0.13069494,-0.00000347,0.07306559,-0.11353737,0.04262997,-0.04271386,-0.05092010,0.00000135,-0.02846711,0.60412636,-0.16878934,0.13336493
1.42000000,0.25036635,-0.64400526,1.09419025,0.11228621,-0.45000298,0.06277411,0.28899548,-0.10850937,0.10872290,0.12961090,-0.00000344,0.07245956,-0.12814093,0.04811318,-0.04820786,-0.05746962,0.00000152,-0.03212865,0.60463185,-0.16539849,0.13290386
1.44000000,0.25611967,-0.64616546,1.09635470,0.11486650,-0.45000305,0.06421664,0.28628828,-0.10749290,0.10770443,0.12839675,-0.00000341,0.07178078,-0.14254395,0.05352110,-0.05362642,-0.06392920,0.00000170,-0.03573991,0.60511274,-0.16203777,0.13244760
1.46000000,0.26181598,-0.64830426,1.09849771,0.11742123,-0.45000312,0.06564487,0.28329522,-0.10636909,0.10657841,0.12705440,-0.00000337,0.07103034,-0.15672286,0.05884486,-0.05896066,-0.07028826,0.00000186,-0.03929497,0.60556913,-0.15871066,0.13199660
1.48000000,0.26744961,-0.65041952,1.10061713,0.11994784,-0.45000318,0.06705738,0.28002102,-0.10513972,0.10534662,0.12558596,-0.00000333,0.07020940,-0.17065404,0.06407561,-0.06420170,-0.07653622,0.00000203,-0.04278792,0.60600122,-0.15542058,0.13155128
1.50000000,0.27301498,-0.65250916,1.10271088,0.12244384,-0.45000325,0.06845278,0.27647087,-0.10380674,0.10401102,0.12399376,-0.00000329,0.06931927,-0.18431391,0.06920450,-0.06934068,-0.08266251,0.00000219,-0.04621285,0.60640925,-0.15217088,0.13111206
1.52000000,0.27850664,-0.65457112,1.10477690,0.12490678,-0.45000331,0.06982970,0.27265043,-0.10237228,0.10257373,0.12228034,-0.00000324,0.06836138,-0.19767888,0.07422265,-0.07436871,-0.08865653,0.00000235,-0.04956383,0.60679357,-0.14896485,0.13067934
1.54000000,0.28391924,-0.65660339,1.10681317,0.12733426,-0.45000338,0.07118680,0.26856583,-0.10083863,0.10103707,0.12044845,-0.00000320,0.06733725,-0.21072536,0.07912122,-0.07927692,-0.09450771,0.00000251,-0.05283496,0.60715459,-0.14580568,0.13025352
1.56000000,0.28924755,-0.65860402,1.10881773,0.12972395,-0.45000344,0.07252276,0.26422369,-0.09920829,0.09940351,0.11850106,-0.00000314,0.06624855,-0.22342975,0.08389135,-0.08405644,-0.10020548,0.00000266,-0.05602032,0.60749278,-0.14269650,0.12983498
1.58000000,0.29448651,-0.66057109,1.11078868,0.13207356,-0.45000350,0.07383632,0.25963108,-0.09748390,0.09767573,0.11644133,-0.00000309,0.06509705,-0.23576846,0.08852418,-0.08869838,-0.10573923,0.00000281,-0.05911400,0.60780867,-0.13964033,0.12942410
1.60000000,0.29963118,-0.66250276,1.11272415,0.13438088,-0.45000357,0.07512624,0.25479555,-0.09566829,0.09585656,0.11427265,-0.00000303,0.06388464,-0.24771790,0.09301084,-0.09319387,-0.11109841,0.00000295,-0.06211007,0.60810286,-0.13664009,0.12902122
1.62000000,0.30467677,-0.66439724,1.11462235,0.13664376,-0.45000363,0.07639131,0.24972512,-0.09376450,0.09394901,0.11199863,-0.00000297,0.06261334,-0.25925447,0.09734249,-0.09753404,-0.11627242,0.00000309,-0.06500262,0.60837597,-0.13369861,0.12862668
1.64000000,0.30961867,-0.66625278,1.11648155,0.13886014,-0.45000368,0.07763039,0.24442828,-0.09177569,0.09195629,0.10962306,-0.00000291,0.06128527,-0.27035459,0.10151026,-0.10171002,-0.12125069,0.00000322,-0.06778575,0.60862872,-0.13081859,0.12824082
1.66000000,0.31445245,-0.66806772,1.11830006,0.14102803,-0.45000374,0.07884236,0.23891400,-0.08970524,0.08988176,0.10714997,-0.00000284,0.05990268,-0.28099467,0.10550530,-0.10571292,-0.12602263,0.00000334,-0.07045352,0.60886181,-0.12800263,0.12786395
1.68000000,0.31917385,-0.66984047,1.12007629,0.14314552,-0.45000380,0.08002615,0.23319172,-0.08755669,0.08772898,0.10458360,-0.00000277,0.05846793,-0.29115110,0.10931874,-0.10953387,-0.13057767,0.00000346,-0.07300003,0.60907603,-0.12525322,0.12749636
1.70000000,0.32377880,-0.67156949,1.12180872,0.14521078,-0.45000385,0.08118074,0.22727134,-0.08533376,0.08550168,0.10192838,-0.00000270,0.05698352,-0.30080030,0.11294174,-0.11316399,-0.13490521,0.00000358,-0.07541937,0.60927217,-0.12257271,0.12713833
1.72000000,0.32826345,-0.67325335,1.12349589,0.14722209,-0.45000391,0.08230518,0.22116325,-0.08304035,0.08320376,0.09918898,-0.00000263,0.05545205,-0.30991868,0.11636542,-0.11659441,-0.13899469,0.00000369,-0.07770561,0.60945106,-0.11996331,0.12679012
1.74000000,0.33262415,-0.67489066,1.12513643,0.14917781,-0.45000396,0.08339853,0.21487829,-0.08068053,0.08083929,0.09637025,-0.00000256,0.05387623,-0.31848264,0.11958094,-0.11981626,-0.14283552,0.00000379,-0.07985284,0.60961355,-0.11742713,0.12645199
1.76000000,0.33685748,-0.67648015,1.12672905,0.15107641,-0.45000401,0.08445995,0.20842779,-0.07825855,0.07841256,0.09347729,-0.00000248,0.05225890,-0.32646859,0.12257943,-0.12282065,-0.14641712,0.00000388,-0.08185515,0.60976049,-0.11496610,0.12612416
1.78000000,0.34096024,-0.67802062,1.12827255,0.15291645,-0.45000406,0.08548863,0.20182356,-0.07577886,0.07592798,0.09051537,-0.00000240,0.05060302,-0.33385295,0.12535204,-0.12559871,-0.14972892,0.00000397,-0.08370663,0.60989276,-0.11258205,0.12580683
1.80000000,0.34492948,-0.67951095,1.12976581,0.15469660,-0.45000410,0.08648383,0.19507784,-0.07324604,0.07339018,0.08749000,-0.00000232,0.04891168,-0.34061211,0.12788991,-0.12814158,-0.15276031,0.00000405,-0.08540134,0.61001125,-0.11027661,0.12550021
1.82000000,0.34876249,-0.68095014,1.13120783,0.15641566,-0.45000415,0.08744488,0.18820340,-0.07066488,0.07080394,0.08440689,-0.00000224,0.04718806,-0.34672248,0.13018417,-0.13044036,-0.15550074,0.00000413,-0.08693339,0.61011683,-0.10805130,0.12520446
1.84000000,0.35245684,-0.68233726,1.13259768,0.15807253,-0.45000419,0.08837116,0.18121343,-0.06804035,0.06817425,0.08127198,-0.00000216,0.04543547,-0.35216048,0.13222598,-0.13248619,-0.15793962,0.00000419,-0.08829686,0.61021038,-0.10590747,0.12491973
1.86000000,0.35601035,-0.68367150,1.13393454,0.15966624,-0.45000424,0.08926213,0.17412162,-0.06537759,0.06550624,0.07809139,-0.00000207,0.04365734,-0.35690251,0.13400648,-0.13427018,-0.16006636,0.00000425,-0.08948582,0.61029277,-0.10384629,0.12464616
1.88000000,0.35942112,-0.68495214,1.13521771,0.16119592,-0.45000428,0.09011731,0.16694212,-0.06268190,0.06280524,0.07487148,-0.00000199,0.04185724,-0.36092497,0.13551680,-0.13578347,-0.16187038,0.00000429,-0.09049437,0.61036485,-0.10186878,0.12438386
1.90000000,0.36268755,-0.68617859,1.13644657,0.16266088,-0.45000432,0.09093630,0.15968957,-0.05995877,0.06007676,0.07161880,-0.00000190,0.04003881,-0.36420429,0.13674808,-0.13701718,-0.16334112,0.00000433,-0.09131659,0.61042747,-0.09997580,0.12413291
1.92000000,0.36580832,-0.68735035,1.13762063,0.16406050,-0.45000435,0.09171877,0.15237906,-0.05721389,0.05732648,0.06834012,-0.00000181,0.03820585,-0.36671685,0.13769148,-0.13796243,-0.16446797,0.00000436,-0.09194656,0.61048143,-0.09816801,0.12389339
1.94000000,0.36878243,-0.68846704,1.13873952,0.16539435,-0.45000439,0.09246446,0.14502617,-0.05445309,0.05456025,0.06504244,-0.00000173,0.03636227,-0.36843908,0.13833813,-0.13861035,-0.16524037,0.00000438,-0.09237837,0.61052754,-0.09644591,0.12366534
